FIPS,sh050m,sh100m,sh500m,income,migration,birth,death,education,unemployment,election
5001,-0.099280976,0.5989335,0.79190946,-0.75613874,-0.7907968,0.7482848,0.73606676,-0.6424238,-0.9826854,-0.024793906
5003,-0.022858,-0.22804469,0.79190946,-0.63494074,-1.1036719,-0.053983957,0.5241996,-0.8868091,0.59778786,0.13399664
5005,-0.48139587,-0.7242316,-0.08413081,-0.72324103,0.6362191,-1.0167065,2.2897594,-0.34491128,-0.4921937,0.6916112
5007,-0.48139587,-0.8069294,-0.83502245,1.1463019,1.6969422,1.0290788,-1.382605,1.1532768,-1.2551807,0.110355206
5009,0.05356498,0.1854444,0.29131502,-0.7440267,0.31571284,0.46749073,0.70075554,-0.5892966,-0.8191882,0.86674124
5011,-0.099280976,0.51623565,0.5416122,-1.1946706,-0.24135752,0.26692355,0.6654444,-0.67430013,-0.0017019995,-0.28635293
5013,0.12998796,0.5989335,0.79190946,-1.2421026,-0.51607716,-1.0167065,1.0185564,-1.003689,-0.32869646,0.26125675
5015,0.12998796,-0.22804469,-0.20927942,-0.95782274,-0.11162881,0.106469795,0.10046524,-0.12177687,-0.8736872,0.01581123
5017,-1.0927798,-1.3858142,0.4164636,-1.553107,-0.33293074,0.106469795,1.0185564,-0.72742736,0.76128507,-1.5273781
5019,-0.7870878,0.10274658,0.5416122,-0.9498523,0.20887744,-0.5353452,-0.5351363,0.64325535,-0.4376946,-0.7346829
5021,0.9706407,0.6816313,0.91705805,-1.0444039,-0.42450395,0.06635635,1.866025,-1.0568162,0.2162943,-0.08431579
5023,-0.25212693,0.1854444,0.4164636,-0.54742193,-0.09636661,-1.0167065,1.5129131,-0.70617646,0.37979153,0.93667656
5025,0.20641094,0.92972475,0.91705805,-0.3240145,0.056255415,-0.8161393,1.2657347,-0.5680457,-0.38319555,0.65478855
5027,-0.022858,0.020048764,0.79190946,-1.1002753,-0.20320202,0.106469795,0.48888838,-0.100525975,0.27079338,-0.20448206
5029,0.9706407,0.84702694,0.6667608,-0.58688354,-0.11162881,-0.17432427,0.594822,-0.5892966,0.27079338,-0.13457341
5031,0.05356498,0.020048764,0.79190946,-0.4150497,0.5599081,1.1895326,-0.8176258,0.5051245,-1.0916835,0.109556824
5033,0.7413718,0.51623565,0.4164636,-0.5049128,0.32334396,0.22681011,-0.3232691,-0.6636747,-0.71019,0.7500989
5035,0.9706407,0.51623565,0.79190946,-0.9201584,-0.073473305,1.9115745,-0.3585803,-0.3767876,-0.38319555,-1.329668
5037,0.3592569,0.92972475,0.91705805,-0.6589303,-1.0502542,0.62794447,0.70075554,-0.65304923,-0.4376946,0.1794636
5039,0.05356498,0.76432914,0.79190946,-1.2286623,-1.0502542,-0.5353452,1.0538676,-0.8336818,-0.11070015,-0.64435476
5041,-1.0163567,0.020048764,0.6667608,-1.3292308,-0.77553463,0.7482848,0.98324513,-0.97181267,0.107296154,-1.2767
5043,-0.40497288,0.020048764,0.6667608,-0.7002673,-0.26425084,0.5076042,0.70075554,-0.100525975,0.32529247,-0.25495616
5045,-0.099280976,-0.3107425,0.4164636,0.117721155,0.20124634,0.42737728,-0.9941818,0.8982661,-0.7646891,-3.4789846e-5
5047,1.0470637,0.84702694,0.5416122,-0.72761697,-0.13452211,-0.4150049,1.0185564,-1.0355654,-0.6556909,0.7324143
5049,-0.022858,0.020048764,0.4164636,-1.2464786,0.13256642,-0.976593,1.1951123,-1.0355654,-0.4921937,0.6048203
5051,-0.022858,-0.14534688,0.041017797,-0.5716459,0.5828014,-0.053983957,1.1244899,-0.14302777,-0.4921937,0.074695304
5053,0.8177948,0.76432914,0.79190946,0.39137378,0.26992625,-0.49523178,0.17108764,-0.34491128,-0.8736872,0.7349739
5055,1.0470637,0.76432914,0.91705805,-0.32776532,0.5751703,0.62794447,0.065154046,-0.599922,-0.4921937,0.6856053
5057,0.7413718,0.43353784,0.6667608,-0.83092046,-0.51607716,1.1093057,-0.2526467,-0.6849256,-0.7646891,-0.113354445
5059,0.8177948,0.76432914,0.5416122,-0.24141861,-0.020055596,-0.45511833,0.3829548,-0.72742736,-0.71019,0.33934793
5061,-0.022858,0.35084003,0.79190946,-1.0343236,-0.0582111,0.8686251,0.418266,-0.72742736,-1.0371845,0.2036821
5063,0.20641094,0.5989335,0.5416122,-0.5378105,0.033362113,0.587831,0.10046524,-0.28115857,-0.16519924,0.66942555
5065,0.05356498,0.26814222,0.29131502,-0.9701691,0.40728608,-1.4980677,0.70075554,-0.8230564,0.2162943,0.7265799
5067,0.51210284,0.84702694,0.79190946,-1.117779,-0.29477525,0.106469795,0.63013315,-1.2055725,0.54328877,0.035353858
5069,0.58852583,0.35084003,0.5416122,-0.8531127,-1.6073246,0.42737728,0.5241996,-0.3980385,0.2162943,-1.8513639
5071,0.20641094,0.51623565,0.29131502,-0.95313424,-0.16504651,0.948852,-0.2879579,-0.6105475,-0.27419737,0.29455146
5073,0.6649488,0.35084003,0.5416122,-1.3373575,-1.2334007,-0.21443771,0.48888838,-0.53616935,0.37979153,-0.23411644
5075,0.8942177,0.6816313,0.91705805,-0.81169754,0.01809991,-0.0940974,1.3363571,-0.69555104,-0.4921937,0.59289855
5077,-0.8635108,0.35084003,0.5416122,-1.7574478,-2.629892,-0.4150049,0.31233242,-1.3437034,-0.27419737,-1.5733703
5079,0.20641094,0.76432914,0.79190946,-1.0926955,-0.7373791,-1.0969334,-0.4645139,-1.3437034,-0.21969831,-0.033135675
5081,0.6649488,0.26814222,0.79190946,-0.45599604,0.30045065,-0.2946646,1.4422907,-1.0780672,-0.27419737,0.3300946
5083,0.8177948,0.92972475,0.5416122,-0.78466046,0.048624314,0.62794447,0.84200037,-1.003689,-0.32869646,0.6380854
5085,0.3592569,0.020048764,0.16616641,0.53484213,0.20124634,0.7482848,-0.4998251,-0.13240232,-1.0371845,0.6945508
5087,1.0470637,0.6816313,0.4164636,-0.8082593,1.7045733,0.78839827,-0.11140193,-0.96118724,-1.0916835,0.5499192
5089,-0.55781883,-0.6415338,-0.45957664,-1.2074858,1.1856583,-0.65568554,1.5835354,-0.4617912,-0.6556909,0.7405536
5091,0.51210284,0.26814222,0.6667608,-0.85881704,-0.24135752,0.8686251,0.4535772,-0.52554387,-0.5466928,0.36017293
5093,0.8177948,0.43353784,0.6667608,-1.0593289,-1.7599467,1.3499863,0.17108764,-0.92931086,0.87028325,-0.7052486
5095,-0.7106648,0.6816313,0.6667608,-1.2890658,-2.3017547,0.54771763,2.219137,-1.1736962,-0.21969831,-0.92484915
5097,0.12998796,0.35084003,0.4164636,-1.0133034,-0.20320202,-0.976593,1.6188467,-1.1418198,-0.0017019995,0.6856132
5099,0.12998796,0.5989335,0.6667608,-0.9213305,-1.1113031,0.42737728,1.0185564,-0.65304923,-0.8191882,-0.20998219
5101,0.58852583,0.92972475,0.5416122,-1.2733594,0.14019753,-0.57545865,0.31233242,-0.5680457,-0.7646891,0.8511293
5103,-0.099280976,0.51623565,0.5416122,-1.0460448,-0.7373791,-0.21443771,1.1244899,-0.5892966,-0.056201078,-0.712019
5105,0.6649488,0.51623565,0.5416122,-0.43630427,-0.035317797,-0.013870519,0.91262275,-1.0249399,-0.21969831,0.46380773
5107,-0.7106648,0.6816313,0.5416122,-1.5885835,-2.1109774,1.7511208,1.1244899,-0.8018055,0.37979153,-1.8962632
5109,0.6649488,0.76432914,0.79190946,-1.1394243,-0.042948898,-0.334778,0.029842848,-0.72742736,-0.4921937,0.9579639
5111,1.1234866,1.0951204,1.0422066,-1.0375273,0.0028377082,0.90873855,1.1598011,-1.216198,-0.4921937,-0.25608778
5113,-0.099280976,-0.3107425,0.16616641,-1.2863309,-0.042948898,-0.053983957,0.80668914,-0.8761836,-0.16519924,1.1047177
5115,-0.022858,0.51623565,0.4164636,-0.50686634,0.048624314,0.587831,-0.60575867,0.04823029,-0.32869646,0.60662746
5117,1.1234866,1.1778182,1.0422066,-0.7081596,-0.042948898,-0.85625273,1.2657347,-0.6849256,-0.7646891,0.54405034
5119,0.20641094,-0.22804469,0.16616641,-0.112250194,-0.21083312,0.90873855,-0.60575867,1.3339094,-0.9281863,-1.6248535
5121,0.8942177,0.6816313,0.91705805,-0.84045374,0.17835303,0.307037,1.3363571,-0.8018055,-0.32869646,0.57369065
5123,-0.022858,0.76432914,0.6667608,-0.76012397,-1.1341964,0.54771763,-0.3585803,-1.1630707,-0.0017019995,-1.4022467
5125,0.51210284,0.1854444,0.5416122,1.1108254,0.6743746,-0.053983957,-0.5704475,0.48387364,-1.1461827,0.38944963
5127,0.43567988,0.5989335,0.4164636,-1.1844339,-1.5157514,-0.0940974,0.80668914,-1.3224524,-0.8191882,0.9745543
5129,0.2828339,0.76432914,0.4164636,-1.5359159,1.605369,-0.25455114,1.5129131,-0.96118724,-0.32869646,1.0163941
5131,0.20641094,0.10274658,0.16616641,-0.534763,-0.21846423,0.70817137,-0.2526467,-0.196155,-0.8191882,0.21708821
5133,0.3592569,0.1854444,0.5416122,-0.83654666,-1.7828399,1.5104401,-0.60575867,-1.0674417,-0.16519924,0.53261244
5135,-0.25212693,0.020048764,0.4164636,-1.3302466,1.2696005,-0.053983957,1.866025,-1.0886925,0.107296154,0.7362569
5137,-0.099280976,0.1854444,0.4164636,-1.3633788,0.97961867,-0.7359124,0.80668914,-0.92931086,-0.056201078,0.66428995
5139,0.20641094,-0.14534688,0.6667608,-0.6139206,-0.47792166,0.8686251,0.70075554,-0.07927508,0.16179523,-0.15377298
5141,0.12998796,0.26814222,0.16616641,-0.87803996,-0.25661972,-0.93647957,1.2657347,-0.7911801,0.9247823,0.67892087
5143,-0.7106648,-1.1377207,-0.334428,-0.23719895,0.7583167,1.1093057,-1.382605,1.1957786,-1.3641789,-0.6950373
5145,0.20641094,0.020048764,0.4164636,-0.39645195,-0.0582111,0.06635635,-0.11140193,-0.0155223925,-0.0017019995,0.84310246
5147,-0.022858,0.76432914,0.79190946,-1.4848893,-0.8289523,-0.4150049,1.6894691,-1.0143144,0.16179523,-0.75555664
5149,0.6649488,0.84702694,0.4164636,-0.8395942,-0.081104405,0.54771763,0.55951077,-0.8549327,-0.38319555,0.5597437
6001,-0.55781883,-0.558836,-1.585914,3.1311038,0.27755734,0.106469795,-1.7357169,2.5983377,-0.4921937,-3.160944
6003,-2.2391243,-2.791677,-2.9625487,0.63126916,-1.7752088,-3.543853,-1.8416505,0.8982661,0.706786,-1.6715039
6005,-0.25212693,-0.47613814,-0.96017104,0.8116204,1.086454,-1.3376139,0.31233242,-0.13240232,0.37979153,-0.17419682
6007,-0.7870878,-0.8896272,-0.83502245,-0.33643904,0.5599081,-0.2946646,-0.07609074,0.5263754,0.76128507,-0.8699138
6009,-0.32854992,-0.3107425,-0.83502245,0.67104334,0.8422588,-1.2975005,0.31233242,-0.30240947,0.27079338,-0.28708902
6011,0.20641094,0.26814222,-0.20927942,0.4265376,0.46833488,1.0691923,-1.3119826,-0.65304923,5.611703,-0.54714984
6013,-0.17570396,-0.22804469,-1.2104683,3.2442532,0.5446459,-0.25455114,-1.382605,2.1414435,-0.38319555,-2.45295
6015,-0.8635108,-0.9723251,-1.2104683,-0.7770807,0.45307267,-0.334778,-0.21733552,-0.7699292,1.2517768,-0.46279445
6017,-0.7870878,-1.1377207,-1.0853196,2.0080497,0.5599081,-1.2172737,-0.95887065,1.2914077,-0.056201078,-0.6014759
6019,0.43567988,0.020048764,-0.08413081,-0.084353566,-0.09636661,1.6307805,-1.4532274,-0.08990052,2.3417583,-1.1087728
6021,0.2828339,0.26814222,-0.08413081,-0.254859,-0.10399771,0.78839827,-0.4645139,-0.812431,1.6877694,-0.056651782
6023,-1.0163567,-1.7166054,-2.211657,-0.48748717,0.5980636,-0.334778,-0.39389148,0.8770152,-0.16519924,-1.9315099
6025,0.43567988,0.6816313,0.29131502,-0.47475007,-0.37108624,2.1923685,-1.6650945,-0.74867827,10.298623,-2.403273
6027,-1.4748946,-2.4608858,-1.2104683,0.3084653,-0.8289523,-0.4150049,-0.4998251,0.48387364,0.05279708,-0.58380264
6029,0.20641094,0.26814222,-0.45957664,0.031999588,-0.24135752,1.590667,-1.4885385,-0.5786711,2.8322499,-0.45781317
6031,-0.48139587,-0.47613814,-1.0853196,0.14983743,-1.1036719,1.3900998,-1.9475842,-0.8549327,2.6142538,-0.47160286
6033,-0.25212693,-0.47613814,-0.96017104,-0.67080784,-0.27188194,-0.053983957,1.0185564,-0.6105475,0.81578416,-1.1689906
6035,-1.2456256,-1.3858142,-0.96017104,0.030514894,-1.4012849,-0.976593,-1.5944722,-1.0143144,0.9247823,0.59528804
6037,0.05356498,-0.6415338,-1.585914,0.9303178,-0.27951303,0.26692355,-1.6297834,1.0895241,0.05279708,-2.6164837
6039,0.2828339,0.020048764,-0.08413081,0.005040663,-0.38634846,1.309873,-1.3119826,-0.74867827,2.178261,-0.47425967
6041,-0.7870878,-0.8896272,-2.0865085,4.2263393,-0.21846423,-1.1771603,-1.2766714,3.958395,-1.0371845,-3.0966132
6043,-1.5513176,-1.2204186,-1.3356168,0.1430391,-0.55423266,-1.0969334,0.13577643,0.19698656,0.9247823,-0.2523687
6045,-0.55781883,-0.7242316,-1.0853196,-0.3247178,0.07914872,0.106469795,-0.14671312,0.33511737,0.05279708,-2.032222
6047,-0.25212693,0.35084003,-0.20927942,-0.1531965,-0.28714412,1.5104401,-1.4532274,-0.8018055,2.9412482,-1.3022335
6049,-2.2391243,-1.9646989,-1.3356168,-0.508898,-0.6000193,-1.4579543,0.6654444,-0.599922,1.415274,0.52182245
6051,-2.5448163,-3.4532597,-2.211657,0.5603945,0.38439277,-0.85625273,-2.689119,0.9620188,0.107296154,-1.4274236
6053,-0.9399338,-0.9723251,-1.2104683,1.0624557,-0.035317797,1.1895326,-1.7357169,0.31386647,1.3062758,-2.3338492
6055,-0.55781883,-0.39344034,-1.2104683,1.8527038,-0.0582111,-0.6155721,-0.78231466,1.418913,-0.4921937,-2.2033002
6057,-1.3984716,-1.6339076,-1.4607655,0.8672574,0.32334396,-1.3376139,-0.3232691,1.5995456,-0.21969831,-1.194787
6059,0.20641094,-0.39344034,-1.0853196,2.5192535,-0.035317797,0.14658323,-1.6297834,1.9501854,-0.6556909,-1.211604
6061,-1.9334325,-1.2204186,-0.96017104,2.807128,1.155134,-0.69579893,-0.8176258,1.8120546,-0.38319555,-0.6879867
6063,-1.7805865,-1.5512098,-1.3356168,0.3315953,1.2238139,-1.4579543,-0.14671312,0.20761201,2.4507565,-0.3475915
6065,-1.1692027,-1.1377207,-0.96017104,0.8242794,0.6591124,0.5076042,-1.4179162,0.026979398,0.48878968,-1.1256754
6067,-0.32854992,-0.22804469,-0.96017104,0.8068538,0.46833488,0.54771763,-1.1354266,0.9407679,0.107296154,-1.7811662
6069,-1.2456256,-0.06264906,-0.45957664,1.8672382,0.7659478,0.46749073,-1.7357169,-0.196155,0.81578416,-1.7123784
6071,-1.3220487,-1.5512098,-0.83502245,0.5307006,0.0028377082,1.1494192,-1.5238497,-0.13240232,0.32529247,-1.3297752
6073,-0.7870878,-1.2204186,-2.211657,1.6636788,0.09441092,0.587831,-1.559161,1.7589273,-0.27419737,-1.6014024
6075,-2.0862784,-1.7166054,-2.9625487,4.1001406,0.4988593,-0.49523178,-1.4885385,3.7777624,-1.0371845,-3.5073352
6077,0.3592569,0.26814222,-0.5847252,0.75293595,0.59043247,0.90873855,-1.1707377,-0.33428583,1.5787712,-1.4119792
6079,-1.4748946,-1.7993033,-0.96017104,1.571784,0.42254826,-0.8963662,-0.8176258,1.3870367,-0.4921937,-1.3232726
6081,-0.022858,-0.47613814,-1.4607655,4.506634,-0.14978431,0.02624292,-1.6650945,3.0127301,-1.2006817,-2.9075613
6083,-1.0927798,-1.4685119,-1.0853196,1.3250903,-0.05058,0.38726386,-1.3472937,1.3020331,-0.056201078,-1.9773234
6085,-0.32854992,-0.39344034,-1.3356168,4.8010726,-0.035317797,0.18669666,-1.9475842,3.1614864,-0.7646891,-2.7685761
6087,-0.7870878,-0.8896272,-1.0853196,2.0728292,-0.035317797,-0.5353452,-1.5944722,1.9608109,0.97928137,-2.9488838
6089,-0.7106648,-1.2204186,-1.3356168,-0.21406898,0.14782862,-0.053983957,0.48888838,0.06948119,0.97928137,0.19044405
6091,-1.9334325,-0.9723251,-0.83502245,-0.101857334,-0.7679035,-1.4178408,-0.14671312,-0.30240947,1.3062758,-0.19284068
6093,-1.4748946,-1.4685119,-1.585914,-0.66635376,0.4988593,-0.8161393,0.70075554,0.10135753,1.7967676,-0.3266774
6095,-0.099280976,-0.14534688,-1.3356168,1.8595803,0.6438502,0.106469795,-1.206049,0.4944991,0.16179523,-2.0189338
6097,-0.55781883,-0.39344034,-1.0853196,1.8827102,0.16309083,-0.69579893,-0.9235594,1.418913,-0.6556909,-2.6356232
